HOMERcalled.RefSeq.ID,SH.1.promoter.count,SH.1.promoter.50bp,SH.1.promoter.density,SH.1.promoter.StartSite,SH.1.body.count,SH.1.mappable.length,SH.1.body.density,SH.1.body.StartSite,SH.1.pausing.ratio,SH.2.promoter.count,SH.2.promoter.50bp,SH.2.promoter.density,SH.2.promoter.StartSite,SH.2.body.count,SH.2.mappable.length,SH.2.body.density,SH.2.body.StartSite,SH.2.pausing.ratio,SH-1-Pausing-pValue,SH-2-Pausing-pValue,SH-1-2-Change-pValue,,,
NM_172418,3,50,0.06,52895467,117,1754,0.066704675,52896347,0.899487179,1,50,0.02,52895057,40,881,0.045402951,52896347,0.4405,1,1,1,,,
NM_172451,2,50,0.04,100559787,33,2143,0.015398973,100558807,2.597575758,1,50,0.02,100559827,9,504,0.017857143,100558807,1.12,1,1,1,,,
NM_172475,2,50,0.04,4073599,6499,181236,0.035859322,4074909,1.115470072,1,50,0.02,4073669,6361,172483,0.036878997,4074909,0.542314102,1,1,1,,,
NM_172520,1,50,0.02,140798354,39,1733,0.022504328,140799799,0.888717949,1,50,0.02,140798414,43,2087,0.020603737,140799799,0.970697674,1,1,1,,,
NM_172579,2,50,0.04,83412646,1455,54475,0.0267095,83413336,1.497594502,1,50,0.02,83411916,948,39005,0.024304576,83413336,0.822890295,1,1,1,,,
NM_172611,1,50,0.02,85887690,827,33872,0.024415446,85889125,0.819153567,2,50,0.04,85887890,681,27346,0.024903094,85889125,1.606226138,1,1,1,,,
NM_172661,2,50,0.04,32006878,2162,55619,0.038871609,32007668,1.029028677,1,50,0.02,32006398,1599,46472,0.034407815,32007668,0.58126329,1,1,1,,,
NM_172784,2,50,0.04,7309883,16,1021,0.015670911,7310598,2.5525,2,50,0.04,7309648,16,843,0.018979834,7310598,2.1075,1,1,1,,,
NM_172798,2,50,0.04,85710277,23,1030,0.022330097,85711267,1.791304348,2,50,0.04,85710287,46,2508,0.018341308,85711267,2.180869565,1,1,1,,,
NM_172819,2,50,0.04,99984747,502,21620,0.023219241,99985827,1.722709163,1,50,0.02,99984752,321,14912,0.021526288,99985827,0.929096573,1,1,1,,,
NM_172838,1,50,0.02,34822006,56,2657,0.021076402,34820601,0.948928571,1,50,0.02,34822006,36,1592,0.022613065,34820601,0.884444444,1,1,1,,,
NM_172842,2,50,0.04,135586243,9,634,0.014195584,135585593,2.817777778,2,50,0.04,135586408,6,139,0.043165468,135585593,0.926666667,1,1,1,,,
NM_172882,3,50,0.06,102499005,4317,131388,0.032856882,102497940,1.826101459,3,50,0.06,102499330,3105,103156,0.030100043,102497940,1.993352657,1,1,1,,,
NM_172921,1,50,0.02,48169819,70,3766,0.018587361,48171124,1.076,1,50,0.02,48169959,33,1624,0.020320197,48171124,0.984242424,1,1,1,,,
NM_172971,1,50,0.02,37425996,190,8351,0.022751766,37427066,0.879052632,2,50,0.04,37425656,127,6950,0.018273381,37427066,2.188976378,1,1,1,,,
NM_173404,2,50,0.04,99283453,26,1405,0.018505338,99284458,2.161538462,1,50,0.02,99283398,5,334,0.01497006,99284458,1.336,1,1,0.969316554,,,
NM_173440,2,50,0.04,76372944,1157,39599,0.02921791,76372294,1.369023336,2,50,0.04,76373219,783,28134,0.027831094,76372294,1.437241379,1,1,1,,,
NM_173769,1,50,0.02,98126859,10,475,0.021052632,98125514,0.95,1,50,0.02,98126604,4,149,0.026845638,98125514,0.745,1,1,1,,,
NM_173780,1,50,0.02,149672263,70,3417,0.020485806,149673588,0.976285714,1,50,0.02,149672128,85,4147,0.020496745,149673588,0.975764706,1,1,1,,,
NM_174848,2,50,0.04,59555488,173,8955,0.019318816,59554578,2.070520231,1,50,0.02,59555953,114,6009,0.018971543,59554578,1.054210526,1,1,1,,,
NM_175198,1,50,0.02,86447486,75,2245,0.033407572,86446381,0.598666667,2,50,0.04,86447881,81,1763,0.045944413,86446381,0.870617284,1,1,1,,,
NM_175268,2,50,0.04,139978698,710,29103,0.02439611,139977618,1.639605634,2,50,0.04,139978958,409,18499,0.022109303,139977618,1.809193154,1,1,1,,,
NM_175381,4,50,0.08,7491870,432,5246,0.082348456,7493115,0.971481481,3,50,0.06,7491915,358,5108,0.070086139,7493115,0.856089385,1,1,1,,,
NM_175430,1,50,0.02,119089881,44,1249,0.035228183,119090886,0.567727273,1,50,0.02,119089556,33,1335,0.024719101,119090886,0.809090909,1,1,1,,,
NM_175452,2,50,0.04,58996043,63,1804,0.034922395,58995328,1.145396825,1,50,0.02,58996293,28,1137,0.024626209,58995328,0.812142857,1,1,1,,,
NM_175473,2,50,0.04,96803419,210,12033,0.017452007,96803974,2.292,2,50,0.04,96802869,120,6480,0.018518519,96803974,2.16,1,1,1,,,
NM_175475,2,50,0.04,84543759,397,10862,0.036549438,84542804,1.09440806,1,50,0.02,84544154,158,5448,0.029001468,84542804,0.689620253,1,1,1,,,
NM_175484,2,50,0.04,62385211,369,19365,0.019054996,62383851,2.099186992,2,50,0.04,62385001,189,10565,0.017889257,62383851,2.235978836,1,1,1,,,
NM_175565,2,50,0.04,103268000,372,6032,0.061671088,103267110,0.648602151,2,50,0.04,103268035,327,6036,0.05417495,103267110,0.738348624,1,1,1,,,
NM_175668,1,50,0.02,19797612,2,102,0.019607843,19798887,1.02,1,50,0.02,19798257,6,429,0.013986014,19798887,1.43,1,1,1,,,
NM_175687,1,50,0.02,20673211,41,2143,0.019132058,20674086,1.045365854,1,50,0.02,20673061,20,1031,0.019398642,20674086,1.031,1,1,1,,,
NM_175833,2,50,0.04,103268000,372,6032,0.061671088,103267110,0.648602151,2,50,0.04,103268035,327,6036,0.05417495,103267110,0.738348624,1,1,1,,,
NM_176920,1,50,0.02,29831289,16,877,0.018244014,29832394,1.09625,1,50,0.02,29831294,5,351,0.014245014,29832394,1.404,1,1,0.973995598,,,
NM_176973,1,50,0.02,88824443,69,3598,0.019177321,88823038,1.042898551,1,50,0.02,88824353,44,2885,0.0152513,88823038,1.311363636,1,1,1,,,
NM_177000,2,50,0.04,139882286,39,1754,0.022234892,139883341,1.798974359,2,50,0.04,139882031,6,256,0.0234375,139883341,1.706666667,1,1,0.577876497,,,
NM_177076,3,50,0.06,21151488,235,7044,0.033361726,21150423,1.798468085,1,50,0.02,21151843,271,8290,0.032689988,21150423,0.611808118,1,1,0.89135923,,,
NM_177191,2,50,0.04,178142278,89,4214,0.021120076,178141363,1.893932584,2,50,0.04,178142243,25,1356,0.018436578,178141363,2.1696,1,1,0.765001026,,,
NM_177320,2,50,0.04,68245622,170,9049,0.018786606,68246627,2.129176471,1,50,0.02,68245582,50,2747,0.018201675,68246627,1.0988,1,1,1,,,
NM_177793,1,50,0.02,40402638,15,829,0.018094089,40404088,1.105333333,2,50,0.04,40402758,47,2701,0.017400963,40404088,2.298723404,1,1,1,,,
NM_177872,2,50,0.04,90312399,146,7397,0.019737732,90311359,2.026575342,2,50,0.04,90312379,98,5003,0.019588247,90311359,2.042040816,1,1,1,,,
NM_178076,1,50,0.02,12915863,68,3737,0.018196414,12916893,1.099117647,1,50,0.02,12915918,78,4116,0.018950437,12916893,1.055384615,1,1,1,,,
NM_178407,1,50,0.02,63157236,350,16055,0.021800062,63156416,0.917428571,1,50,0.02,63157916,323,15234,0.021202573,63156416,0.943281734,1,1,1,,,
NM_178658,1,50,0.02,24706469,347,17426,0.019912774,24707479,1.004380403,1,50,0.02,24706469,156,7388,0.021115322,24707479,0.947179487,1,1,1,,,
NM_178662,1,50,0.02,80694014,2,198,0.01010101,80692524,1.98,1,50,0.02,80693964,12,465,0.025806452,80692524,0.775,1,1,0.898870534,,,
NM_178680,2,50,0.04,82724985,27,1619,0.016676961,82725755,2.398518519,2,50,0.04,82724775,2,124,0.016129032,82725755,2.48,1,1,0.421666214,,,
NM_178712,1,50,0.02,156828697,107,5829,0.018356493,156829622,1.08953271,2,50,0.04,156828707,95,4334,0.021919705,156829622,1.824842105,1,1,1,,,
NM_178738,2,50,0.04,86636409,44,2346,0.018755328,86637434,2.132727273,2,50,0.04,86636149,22,1455,0.015120275,86637434,2.645454545,1,1,1,,,
NM_178848,2,50,0.04,43466120,75,3680,0.020380435,43467085,1.962666667,1,50,0.02,43465665,50,2394,0.020885547,43467085,0.9576,1,1,1,,,
NM_181047,1,50,0.02,134941587,15,937,0.016008538,134940587,1.249333333,2,50,0.04,134941597,2,160,0.0125,134940587,3.2,1,1,0.493054088,,,
NM_181058,2,50,0.04,43247167,2801,106805,0.026225364,43248397,1.525240985,1,50,0.02,43247712,1337,56331,0.023734711,43248397,0.842647719,1,1,1,,,
NM_181399,2,50,0.04,6273552,643,28828,0.022304704,6274782,1.793343701,2,50,0.04,6273287,526,23002,0.022867577,6274782,1.749201521,1,1,1,,,
NM_181404,1,50,0.02,25311227,444,15846,0.02801969,25312692,0.713783784,2,50,0.04,25311232,281,11708,0.024000683,25312692,1.666619217,1,1,1,,,
NM_183000,1,50,0.02,23918769,2,51,0.039215686,23920269,0.51,1,50,0.02,23919114,2,193,0.010362694,23920269,1.93,1,1,1,,,
NM_183097,2,50,0.04,86525695,52,1177,0.044180119,86526605,0.905384615,2,50,0.04,86525340,27,1131,0.023872679,86526605,1.675555556,1,1,1,,,
NM_183171,1,50,0.02,36651304,179,7617,0.023500066,36652244,0.851061453,1,50,0.02,36651249,86,4806,0.017894299,36652244,1.117674419,1,1,1,,,
NM_183175,1,50,0.02,61386846,7,359,0.019498607,61387971,1.025714286,1,50,0.02,61386706,7,372,0.018817204,61387971,1.062857143,1,1,1,,,
NM_183180,1,50,0.02,93174499,263,14625,0.017982906,93173644,1.1121673,2,50,0.04,93174419,187,9781,0.0191187,93173644,2.092192513,1,1,1,,,
NM_183216,1,50,0.02,44407571,36,1576,0.02284264,44408816,0.875555556,2,50,0.04,44408091,9,778,0.011568123,44408816,3.457777778,1,1,0.593739378,,,
NM_183300,1,50,0.02,108396741,390,20037,0.019463992,108395481,1.027538462,2,50,0.04,108396381,306,13844,0.022103438,108395481,1.809673203,1,1,1,,,
NM_183307,2,50,0.04,122588286,35,1424,0.024578652,122587071,1.627428571,1,50,0.02,122588286,10,404,0.024752475,122587071,0.808,1,1,1,,,
NM_183428,1,50,0.02,131628232,663,30948,0.021423032,131627012,0.933574661,2,50,0.04,131628127,363,17478,0.020768967,131627012,1.925950413,1,1,0.84165247,,,
NM_194059,1,50,0.02,86700431,14,607,0.02306425,86699451,0.867142857,2,50,0.04,86700526,11,503,0.021868787,86699451,1.829090909,1,1,1,,,
NM_194321,3,50,0.06,31840372,4,140,0.028571429,31838872,2.1,2,50,0.04,31840292,2,201,0.009950249,31838872,4.02,1,1,1,,,
NM_194344,2,50,0.04,36072060,74,4235,0.017473436,36070925,2.289189189,1,50,0.02,36071735,12,779,0.015404365,36070925,1.298333333,1,1,0.921544353,,,
NM_197985,2,50,0.04,119367091,569,20033,0.028403135,119366501,1.408295255,1,50,0.02,119367796,336,12315,0.0272838,119366501,0.733035714,1,1,1,,,
NM_198018,1,50,0.02,76323366,1007,38430,0.026203487,76321921,0.7632572,2,50,0.04,76322961,546,23039,0.023698945,76321921,1.687838828,1,1,0.840915807,,,
NM_198022,2,50,0.04,117515503,1455,49165,0.029594224,117516603,1.35161512,1,50,0.02,117515208,923,35987,0.025648151,117516603,0.779783315,1,1,1,,,
NM_198308,1,50,0.02,113618645,259,12269,0.021110115,113619645,0.947413127,2,50,0.04,113618695,146,7067,0.020659403,113619645,1.936164384,1,1,0.84974938,,,
NM_198429,1,50,0.02,80910310,635,29025,0.021877692,80908810,0.914173228,2,50,0.04,80910310,438,19152,0.022869674,80908810,1.749041096,1,1,1,,,
NM_198724,1,50,0.02,26439279,29,630,0.046031746,26440384,0.434482759,1,50,0.02,26439284,46,1282,0.035881435,26440384,0.557391304,1,1,1,,,
NM_198725,1,50,0.02,26439279,29,630,0.046031746,26440384,0.434482759,1,50,0.02,26439284,46,1282,0.035881435,26440384,0.557391304,1,1,1,,,
NM_198967,2,50,0.04,148392774,343,19669,0.017438609,148391874,2.293760933,1,50,0.02,148392919,130,6675,0.019475655,148391874,1.026923077,1,1,1,,,
NM_199028,2,50,0.04,43198616,238,11217,0.021217794,43199946,1.885210084,2,50,0.04,43198861,204,9140,0.022319475,43199946,1.792156863,1,1,1,,,
NM_199317,2,50,0.04,20037463,87,4305,0.020209059,20038653,1.979310345,1,50,0.02,20037153,96,4735,0.020274551,20038653,0.986458333,1,1,1,,,
NM_201256,3,50,0.06,36823634,20,679,0.029455081,36824714,2.037,3,50,0.06,36823444,20,678,0.029498525,36824714,2.034,1,1,1,,,
NM_201374,1,50,0.02,52460332,9,684,0.013157895,52459262,1.52,1,50,0.02,52459872,8,444,0.018018018,52459262,1.11,1,1,1,,,
NM_201375,2,50,0.04,23028929,3,269,0.011152416,23028174,3.586666667,2,50,0.04,23028869,3,118,0.025423729,23028174,1.573333333,1,1,1,,,
NM_201390,3,50,0.06,76030807,1926,24674,0.078057875,76030037,0.768660436,4,50,0.08,76031237,1517,23619,0.064227952,76030037,1.245563612,1,1,1,,,
NM_201609,2,50,0.04,95609921,152,5306,0.028646815,95611381,1.396315789,2,50,0.04,95610141,88,3799,0.023163991,95611381,1.726818182,1,1,1,,,
NM_201637,2,50,0.04,52857642,774,22435,0.034499666,52856247,1.159431525,1,50,0.02,52857637,539,15883,0.033935654,52856247,0.589350649,1,1,1,,,
NM_207202,1,50,0.02,7318740,25,1004,0.024900398,7317450,0.8032,1,50,0.02,7318265,16,736,0.02173913,7317450,0.92,1,1,1,,,
NM_207522,2,50,0.04,105278126,202,10001,0.02019798,105277436,1.98039604,1,50,0.02,105278921,138,6216,0.022200772,105277436,0.900869565,1,1,1,,,
NM_207708,1,50,0.02,79921264,100,4050,0.024691358,79922764,0.81,2,50,0.04,79921744,55,2200,0.025,79922764,1.6,1,1,0.845449003,,,
NM_212438,2,50,0.04,32525087,257,9875,0.026025316,32523762,1.536964981,2,50,0.04,32525102,193,7375,0.026169492,32523762,1.528497409,1,1,1,,,
NR_002849,1,50,0.02,31290671,5,334,0.01497006,31289886,1.336,1,50,0.02,31290601,10,640,0.015625,31289886,1.28,1,1,1,,,
NR_003283,2,50,0.04,79436710,8,421,0.019002375,79435665,2.105,2,50,0.04,79436380,11,361,0.030470914,79435665,1.312727273,1,1,1,,,
NR_003559,2,50,0.04,107757010,379,10083,0.037588019,107755510,1.064168865,1,50,0.02,107756865,224,7324,0.03058438,107755510,0.653928571,1,1,1,,,
NR_015541,2,50,0.04,57693546,7,712,0.009831461,57692406,4.068571429,1,50,0.02,57693696,11,609,0.018062397,57692406,1.107272727,1,1,1,,,
NR_015553,2,50,0.04,53237324,124,5744,0.021587744,53238289,1.852903226,2,50,0.04,53237284,154,8646,0.017811705,53238289,2.245714286,1,1,1,,,
NR_015560,1,50,0.02,125599634,21,1371,0.015317287,125598554,1.305714286,1,50,0.02,125599139,23,1222,0.018821604,125598554,1.062608696,1,1,1,,,
NR_015600,1,50,0.02,147776442,4,254,0.015748031,147775422,1.27,2,50,0.04,147776292,10,468,0.021367521,147775422,1.872,1,1,1,,,
NR_026733,1,50,0.02,50490139,29,1413,0.020523708,50491639,0.974482759,1,50,0.02,50490464,9,368,0.024456522,50491639,0.817777778,1,1,0.966466391,,,
NR_027236,2,50,0.04,48578106,27,1427,0.018920813,48579166,2.114074074,2,50,0.04,48578116,15,757,0.019815059,48579166,2.018666667,1,1,1,,,
NR_027298,3,50,0.06,192849535,69,1081,0.063829787,192850230,0.94,2,50,0.04,192849200,35,708,0.049435028,192850230,0.809142857,1,1,1,,,
NR_027704,3,50,0.06,59261244,9,274,0.032846715,59260084,1.826666667,1,50,0.02,59261244,6,197,0.030456853,59260084,0.656666667,1,1,1,,,
NR_027891,2,50,0.04,42757376,19,576,0.032986111,42758181,1.212631579,2,50,0.04,42756961,4,333,0.012012012,42758181,3.33,1,1,0.731040593,,,
NR_027899,3,50,0.06,74553742,154,2840,0.054225352,74553187,1.106493506,1,50,0.02,74553937,49,1878,0.026091587,74553187,0.766530612,1,1,1,,,
NR_027907,2,50,0.04,27159840,21,1273,0.016496465,27161270,2.424761905,2,50,0.04,27159835,21,947,0.02217529,27161270,1.803809524,1,1,1,,,
NR_027913,2,50,0.04,69616671,1,68,0.014705882,69618171,2.72,3,50,0.06,69616691,6,132,0.045454545,69618171,1.32,1,1,1,,,
NR_028126,2,50,0.04,3642291,8,439,0.018223235,3643111,2.195,3,50,0.06,3641861,3,51,0.058823529,3643111,1.02,1,1,0.850375454,,,
NR_028267,3,50,0.06,74249600,9,319,0.028213166,74248580,2.126666667,2,50,0.04,74249290,7,318,0.022012579,74248580,1.817142857,1,1,1,,,
NR_028376,1,50,0.02,17959098,166,3561,0.046616119,17958368,0.429036145,1,50,0.02,17959538,106,2643,0.04010594,17958368,0.498679245,1,1,1,,,
NR_028445,3,50,0.06,64249866,35,1088,0.032169118,64249176,1.865142857,2,50,0.04,64249891,14,576,0.024305556,64249176,1.645714286,1,1,1,,,
NR_029458,1,50,0.02,32539914,2,95,0.021052632,32540959,0.95,1,50,0.02,32539914,1,26,0.038461538,32540959,0.52,1,1,1,,,
NR_030715,1,50,0.02,10928217,20,668,0.02994012,10927457,0.668,2,50,0.04,10928462,25,704,0.035511364,10927457,1.1264,1,1,1,,,
NR_033147,2,50,0.04,139853601,10,462,0.021645022,139854651,1.848,1,50,0.02,139853761,2,44,0.045454545,139854651,0.44,1,1,1,,,
NR_033220,2,50,0.04,145527316,282,13008,0.021678967,145527931,1.845106383,1,50,0.02,145526431,263,11307,0.023259927,145527931,0.859847909,1,1,1,,,
NR_033455,1,50,0.02,57095539,4,349,0.011461318,57096914,1.745,1,50,0.02,57095544,5,271,0.018450185,57096914,1.084,1,1,1,,,
NR_033505,1,50,0.02,152170925,61,2207,0.027639329,152172405,0.723606557,1,50,0.02,152170905,58,1659,0.03496082,152172405,0.572068966,1,1,1,,,
NR_033526,1,50,0.02,39018170,36,1691,0.021289178,39016755,0.939444444,2,50,0.04,39017615,14,574,0.024390244,39016755,1.64,1,1,0.747745562,,,
NR_033533,1,50,0.02,88696346,23,1219,0.018867925,88697211,1.06,1,50,0.02,88696496,23,918,0.025054466,88697211,0.79826087,1,1,1,,,
NR_033544,1,50,0.02,96639176,51,2830,0.018021201,96638136,1.109803922,1,50,0.02,96639296,3,154,0.019480519,96638136,1.026666667,1,1,0.621531465,,,
NR_033567,1,50,0.02,36587426,17,849,0.020023557,36588611,0.998823529,1,50,0.02,36587231,42,2211,0.018995929,36588611,1.052857143,1,1,0.996540778,,,
NR_037996,2,50,0.04,178766239,10,371,0.026954178,178765264,1.484,1,50,0.02,178766259,3,62,0.048387097,178765264,0.413333333,1,1,1,,,
NR_038088,2,50,0.04,92786785,395,21037,0.018776442,92785285,2.130329114,2,50,0.04,92786405,333,15415,0.021602335,92785285,1.851651652,1,1,1,,,
NR_038097,4,50,0.08,109225043,198,3016,0.065649867,109223968,1.218585859,2,50,0.04,109224848,96,2127,0.045133992,109223968,0.88625,1,1,1,,,
NR_038122,1,50,0.02,20564754,251,14406,0.017423296,20565859,1.147888446,1,50,0.02,20564919,47,2240,0.020982143,20565859,0.953191489,1,1,0.845449003,,,
NR_040353,2,50,0.04,12222883,13,784,0.016581633,12223873,2.412307692,1,50,0.02,12222478,1,75,0.013333333,12223873,1.5,1,1,0.882639714,,,
NR_040390,1,50,0.02,65153586,123,5931,0.020738493,65152351,0.964390244,2,50,0.04,65153591,74,3660,0.020218579,65152351,1.978378378,1,1,1,,,
NR_040403,7,50,0.14,89196196,524,4182,0.1252989,89196786,1.117328244,6,50,0.12,89196231,318,3377,0.09416642,89196786,1.274339623,1,1,1,,,
NR_040623,2,50,0.04,73434568,32,1587,0.020163831,73435583,1.98375,1,50,0.02,73434718,29,1213,0.023907667,73435583,0.836551724,1,1,1,,,
NR_045068,2,50,0.04,82729220,17,819,0.020757021,82730510,1.927058824,3,50,0.06,82729210,17,584,0.029109589,82730510,2.061176471,1,1,1,,,
NR_045079,1,50,0.02,5799580,25,1089,0.022956841,5800490,0.8712,2,50,0.04,5799590,9,324,0.027777778,5800490,1.44,1,1,0.733380614,,,
NR_045080,1,50,0.02,5799580,25,1087,0.02299908,5800490,0.8696,2,50,0.04,5799590,9,324,0.027777778,5800490,1.44,1,1,0.733380614,,,
NR_045178,1,50,0.02,11767641,167,3756,0.044462194,11769126,0.449820359,1,50,0.02,11768071,122,2972,0.041049798,11769126,0.487213115,1,1,1,,,
NR_045336,1,50,0.02,79366944,68,3351,0.02029245,79366109,0.985588235,2,50,0.04,79366969,29,1428,0.020308123,79366109,1.969655172,1,1,0.766166852,,,
NR_045399,1,50,0.02,16974686,3,166,0.018072289,16975916,1.106666667,2,50,0.04,16974826,1,27,0.037037037,16975916,1.08,1,1,0.986166759,,,
NR_045400,2,50,0.04,54771398,13,523,0.024856597,54772398,1.609230769,1,50,0.02,54771168,10,396,0.025252525,54772398,0.792,1,1,1,,,
NR_045451,2,50,0.04,148803045,83,4351,0.019076074,148804115,2.09686747,1,50,0.02,148802900,74,3943,0.018767436,148804115,1.065675676,1,1,1,,,
NR_045461,2,50,0.04,10516967,34,1641,0.020719074,10518467,1.930588235,2,50,0.04,10517132,23,1031,0.022308438,10518467,1.793043478,1,1,1,,,
NR_045533,2,50,0.04,14795663,315,15559,0.020245517,14796283,1.975746032,1,50,0.02,14795048,94,4360,0.021559633,14796283,0.927659574,1,1,1,,,
NR_045535,2,50,0.04,32576190,222,7009,0.031673563,32577575,1.262882883,1,50,0.02,32576685,196,5341,0.036697248,32577575,0.545,1,1,1,,,
NR_046142,2,50,0.04,60131142,173,6807,0.025415014,60132072,1.573872832,1,50,0.02,60130807,64,1983,0.032274332,60132072,0.6196875,1,1,1,,,
NR_046162,1,50,0.02,21296820,86,2602,0.033051499,21295945,0.605116279,1,50,0.02,21296730,19,855,0.022222222,21295945,0.9,1,1,0.88796155,,,
NR_046181,2,50,0.04,36946041,22,1139,0.019315189,36945011,2.070909091,1,50,0.02,36946451,29,1136,0.025528169,36945011,0.783448276,1,1,1,,,
NR_046209,2,50,0.04,57319952,48,1558,0.030808729,57318837,1.298333333,2,50,0.04,57320257,54,1922,0.028095734,57318837,1.423703704,1,1,1,,,
NR_046210,2,50,0.04,57319952,48,1558,0.030808729,57318837,1.298333333,2,50,0.04,57320257,54,1922,0.028095734,57318837,1.423703704,1,1,1,,,
NR_046277,2,50,0.04,146605655,8,418,0.019138756,146606740,2.09,2,50,0.04,146606105,3,184,0.016304348,146606740,2.453333333,1,1,1,,,
NM_001005358,0,50,0,17200567,5,283,0.017667845,17202067,0,2,50,0.04,17200992,2,48,0.041666667,17202067,0.96,NA,1,0.672938854,,,
NM_001005740,0,50,0,42804450,406,22469,0.01806934,42805950,0,1,50,0.02,42805335,106,5379,0.019706265,42805950,1.01490566,NA,1,0.738735231,,,
NM_001009978,0,50,0,79749056,34,2345,0.014498934,79747556,0,1,50,0.02,79748441,63,3478,0.018113859,79747556,1.104126984,NA,1,1,,,
NM_001009979,0,50,0,79749056,34,2345,0.014498934,79747556,0,1,50,0.02,79748441,63,3478,0.018113859,79747556,1.104126984,NA,1,1,,,
NM_001029841,0,50,0,66663891,49,2194,0.022333637,66662391,0,1,50,0.02,66663246,29,1491,0.019450034,66662391,1.028275862,NA,1,0.921254962,,,
NM_001029877,0,50,0,19510737,45,1970,0.02284264,19512237,0,1,50,0.02,19511052,46,1993,0.023080783,19512237,0.866521739,NA,1,1,,,
NM_001032727,0,50,0,44620109,152,7852,0.019358125,44618609,0,1,50,0.02,44619589,15,682,0.021994135,44618609,0.909333333,NA,1,0.51614192,,,
NM_001033464,0,50,0,127527493,53,2832,0.018714689,127528993,0,1,50,0.02,127528143,21,1238,0.016962843,127528993,1.179047619,NA,1,0.845050444,,,
NM_001034902,0,50,0,85076588,5,326,0.015337423,85075088,0,1,50,0.02,85076428,2,127,0.015748031,85075088,1.27,NA,1,0.916603387,,,
NM_001038710,0,50,0,75447440,36,2142,0.016806723,75445940,0,1,50,0.02,75447175,16,912,0.01754386,75445940,1.14,NA,1,0.871131221,,,
NM_001042767,0,50,0,32299724,1,97,0.010309278,32298224,0,1,50,0.02,32299354,2,144,0.013888889,32298224,1.44,NA,1,1,,,
NM_001042768,0,50,0,32298359,1,97,0.010309278,32296859,0,1,50,0.02,32298314,2,88,0.022727273,32296859,0.88,NA,1,1,,,
NM_001081084,0,50,0,13414003,117,4554,0.0256917,13412503,0,1,50,0.02,13413183,123,5636,0.021823989,13412503,0.916422764,NA,1,1,,,
NM_001081323,0,50,0,124778960,289,13863,0.020846859,124777460,0,2,50,0.04,124778595,286,12835,0.02228282,124777460,1.795104895,NA,1,0.796013876,,,
NM_001083616,0,50,0,31167172,101,5468,0.018471105,31165672,0,1,50,0.02,31166852,30,1090,0.027522936,31165672,0.726666667,NA,1,0.779219079,,,
NM_001098528,0,50,0,15302033,86,4912,0.017508143,15303533,0,1,50,0.02,15302173,70,3927,0.017825312,15303533,1.122,NA,1,0.969144638,,,
NM_001110512,0,50,0,70856931,127,6882,0.018453938,70855431,0,1,50,0.02,70856376,76,4418,0.017202354,70855431,1.162631579,NA,1,0.919137192,,,
NM_001110780,0,50,0,20498544,37,1825,0.020273973,20497044,0,1,50,0.02,20498069,71,3564,0.019921437,20497044,1.003943662,NA,1,1,,,
NM_001110783,0,50,0,24084854,157,7084,0.02216262,24086354,0,1,50,0.02,24085494,144,7574,0.019012411,24086354,1.051944444,NA,1,0.982674202,,,
NM_001111016,0,50,0,56213943,1239,62037,0.019971952,56215443,0,1,50,0.02,56214403,985,48300,0.020393375,56215443,0.98071066,NA,1,0.967117982,,,
NM_001113362,0,50,0,36929375,818,32663,0.025043627,36927875,0,1,50,0.02,36928610,514,21408,0.024009716,36927875,0.832996109,NA,1,0.92732387,,,
NM_001114116,0,50,0,51638996,13,788,0.016497462,51640496,0,1,50,0.02,51639761,7,570,0.012280702,51640496,1.628571429,NA,1,0.921544353,,,
NM_001122952,0,50,0,97248134,6752,194196,0.034768996,97249634,0,1,50,0.02,97248739,2438,95748,0.025462673,97249634,0.785463495,NA,1,0.81942646,,,
NM_001130456,0,50,0,56280266,48,1836,0.026143791,56278766,0,1,50,0.02,56279796,22,1112,0.019784173,56278766,1.010909091,NA,1,0.874278291,,,
NM_001134300,0,50,0,153356207,416,19139,0.021735723,153354707,0,1,50,0.02,153355337,267,12717,0.020995518,153354707,0.95258427,NA,1,0.932196893,,,
NM_001146217,0,50,0,82127295,81,5050,0.016039604,82128795,0,1,50,0.02,82127970,167,8701,0.019193196,82128795,1.042035928,NA,1,1,,,
NM_001146329,4,50,0.08,4916015,0,0,0,4914950,NA,4,50,0.08,4916015,1,28,0.035714286,4914950,2.24,NA,1,1,,,
NM_001159577,0,50,0,75099428,145,6083,0.023836923,75097928,0,1,50,0.02,75098878,29,1435,0.020209059,75097928,0.989655172,NA,1,0.683768269,,,
NM_001159578,0,50,0,75074397,140,5844,0.023956194,75072897,0,1,50,0.02,75074117,24,1176,0.020408163,75072897,0.98,NA,1,0.64849566,,,
NM_001159579,0,50,0,75074397,139,5806,0.023940751,75072897,0,1,50,0.02,75074117,24,1176,0.020408163,75072897,0.98,NA,1,0.650956881,,,
NM_001159580,0,50,0,75074397,139,5806,0.023940751,75072897,0,1,50,0.02,75074117,24,1176,0.020408163,75072897,0.98,NA,1,0.650956881,,,
NM_001159738,0,50,0,83112841,2,122,0.016393443,83114341,0,1,50,0.02,83113381,3,197,0.015228426,83114341,1.313333333,NA,1,1,,,
NM_001160012,1,50,0.02,127007885,0,10,0,127007080,NA,3,50,0.06,127007870,1,66,0.015151515,127007080,3.96,NA,1,1,,,
